workshop,冲压二车间,PR2
workshop,冲压三车间,PR3
workshop,冲压一车间,PR1
workshop,焊接二车间,WE2
workshop,焊接三车间,WE3
workshop,焊接一车间,WE1
workshop,涂装二车间,PA2
workshop,涂装三车间,PA3
workshop,涂装一车间,PA1
workshop,总装二车间,GA2
workshop,总装三车间,GA3
workshop,总装一车间,GA1
mm,辅助设备,mm01
mm,工艺设备,mm02
mm,线首线尾,mm03
mm,输送设备,mm04
mm,线首线尾,mm05
mm,机器人设备,mm06
VRT,电动提升门,VRT001
VRT,空调风机,VRT002
VRT,立体库,VRT003
VRT,模具清洗间,VRT004
VRT,机械手,VRT005
VRT,试模压机,VRT006
VRT,压机,VRT007
VRT,穿梭机,VRT008
VRT,对中台,VRT009
VRT,垛料小车,VRT010
VRT,清洗机,VRT011
VRT,扫描仪,VRT012
VRT,双料检测器装置,VRT013
VRT,线首皮带机,VRT014
VRT,线尾皮带机,VRT015
VRT,干冰清洗机,VRT016
VRT,空压机,VRT017
VRT,水泵房,VRT018
VRT,摇臂钻床,VRT019
VRT,废料输送链,VRT020
VRT,磁性分张器,VRT021
VRT,机器人,VRT022
VRT,T型钉焊机,VRT023
VRT,包边机,VRT024
VRT,夹具库,VRT025
VRT,扣合压力机,VRT026
VRT,傀儡焊/自动焊,VRT027
VRT,排烟除尘设备,VRT028
VRT,压机换模系统,VRT029
VRT,中频焊机,VRT030
VRT,组合式空调,VRT031
VRT,NC,VRT032
VRT,SCA自动涂胶机,VRT033
VRT,固瑞克自动涂胶机,VRT034
VRT,机器人本体,VRT035
VRT,机器人焊钳,VRT036
VRT,机器人弧焊,VRT037
VRT,机器人换枪盘,VRT038
VRT,机器人刻字机,VRT039
VRT,机器人螺柱焊/植钉,VRT040
VRT,机器人视觉检测,VRT041
VRT,机器人在线检测,VRT042
VRT,机器人抓手,VRT043
VRT,伺服抓手,VRT044
VRT,APC,VRT045
VRT,EMS,VRT046
VRT,侧顶机,VRT047
VRT,地板链,VRT048
VRT,堆拆垛机,VRT049
VRT,高速辊床,VRT050
VRT,滑台,VRT051
VRT,普通辊床,VRT052
VRT,升降机,VRT053
VRT,旋转辊床,VRT054
VRT,移行机,VRT055
VRT,移载机,VRT056
VRT,转毂,VRT057
VRT,转台,VRT058
VRT,CO2保护焊机,VRT059
VRT,LK悬挂式焊机,VRT060
VRT,电动葫芦,VRT061
VRT,挤胶泵,VRT062
VRT,拉拔机,VRT063
VRT,螺柱焊机,VRT064
VRT,气动葫芦,VRT065
VRT,手动弧焊机（CMT）,VRT066
VRT,座式螺母焊机,VRT067
VRT,MB07车型倒库系统,VRT068
VRT,车型转换系统,VRT069
VRT,焊后升降辊床,VRT070
VRT,摩擦辊床,VRT071
VRT,台车,VRT072
VRT,转台升降辊床,VRT073
VRT,GATE,VRT074
VRT,刻字机,VRT075
VRT,PICKUP,VRT076
VRT,SHUTTLE,VRT077
VRT,牵引车,VRT078
VRT,PMR调漆间空调,VRT079
VRT,VOC,VRT080
VRT,车间通风空调,VRT081
VRT,纯水站,VRT082
VRT,电泳,VRT083
VRT,电泳烘炉,VRT084
VRT,废水站,VRT085
VRT,工装清洗间,VRT086
VRT,工作区空调,VRT087
VRT,胶炉,VRT088
VRT,冷冻机组,VRT089
VRT,面漆烘炉,VRT090
VRT,面漆清漆循环风空调,VRT091
VRT,漆渣干燥,VRT092
VRT,前处理,VRT093
VRT,色漆闪干炉,VRT094
VRT,文丘里,VRT095
VRT,新鲜风空调,VRT096
VRT,中涂闪干炉,VRT097
VRT,中涂循环风空调,VRT098
VRT,UBC机器人,VRT099
VRT,UBS机器人,VRT100
VRT,开盖机器人,VRT101
VRT,开门机器人,VRT102
VRT,喷涂机器人,VRT103
VRT,裙边抗石击机器人,VRT104
VRT,色漆一线内板喷涂机器人,VRT105
VRT,输胶系统,VRT106
VRT,输调漆系统,VRT107
VRT,鸵鸟毛机器人,VRT108
VRT,Rodip,VRT109
VRT,抱具,VRT110
VRT,车身交换站,VRT111
VRT,带式升降机,VRT112
VRT,底漆雪橇SK,VRT113
VRT,顶升机LD,VRT114
VRT,滚床,VRT115
VRT,横移车TC,VRT116
VRT,横移车TC/移行机,VRT117
VRT,横移链CC,VRT118
VRT,横移链CC/链式移行机,VRT119
VRT,烘炉喷漆链条OC,VRT120
VRT,滑撬堆/解垛机,VRT121
VRT,滑撬锁紧\解锁站LS-型号741,VRT122
VRT,摩擦轮储备滚床FD,VRT123
VRT,喷涂滑撬,VRT124
VRT,皮带升降机,VRT125
VRT,皮带升降机（PVC),VRT126
VRT,偏心升降台,VRT127
VRT,输送控制柜,VRT128
VRT,坦克链,VRT129
VRT,转台TT,VRT130
VRT,点补房,VRT131
VRT,动力配电柜,VRT132
VRT,干燥机,VRT133
VRT,工作间、文丘里、调漆间、驼鸟毛排风机,VRT134
VRT,供胶系统,VRT135
VRT,供蜡系统,VRT136
VRT,供漆系统,VRT137
VRT,空调送风风机,VRT138
VRT,螺杆空压机,VRT139
VRT,密封胶烘炉,VRT140
VRT,面漆二线烘炉,VRT141
VRT,面漆一线烘炉,VRT142
VRT,喷房排风机,VRT143
VRT,色漆二线闪干,VRT144
VRT,色漆一线闪干,VRT145
VRT,文丘里设备,VRT146
VRT,制冷机房,VRT147
VRT,中涂二线闪干,VRT148
VRT,中涂一线闪干,VRT149
VRT,SGC站机器人,VRT150
VRT,UBC站二线机器人,VRT151
VRT,UBC站一线机器人,VRT152
VRT,UBS站二线机器人,VRT153
VRT,UBS站一线机器人,VRT154
VRT,清漆内喷站二线机器人,VRT155
VRT,清漆内喷站一线机器人,VRT156
VRT,清漆站二线机器人,VRT157
VRT,清漆站一线机器人,VRT158
VRT,色漆内喷站二线机器人,VRT159
VRT,色漆内喷站一线机器人,VRT160
VRT,色漆站二线机器人,VRT161
VRT,色漆站一线机器人,VRT162
VRT,鸵鸟毛擦净机,VRT163
VRT,鸵鸟毛二线侧擦机,VRT164
VRT,鸵鸟毛二线顶擦机,VRT165
VRT,鸵鸟毛一线侧擦机,VRT166
VRT,鸵鸟毛一线顶擦机,VRT167
VRT,中涂站二线机器人,VRT168
VRT,中涂站一线机器人,VRT169
VRT,IMC出、入口滚床,VRT170
VRT,摆杆出口滚床,VRT171
VRT,摆杆入口滚床,VRT172
VRT,带式滚床,VRT173
VRT,底涂侧顶机,VRT174
VRT,电泳摆杆输送机,VRT175
VRT,电泳橇体,VRT176
VRT,堆垛/解垛机,VRT177
VRT,辅助升降台,VRT178
VRT,烘干IMC输送链,VRT179
VRT,烘干双链输送机,VRT180
VRT,空中滑橇摩擦升降机,VRT181
VRT,空中橇体,VRT182
VRT,链式移行机,VRT183
VRT,摩擦驱动单元,VRT184
VRT,喷漆橇体,VRT185
VRT,喷漆双链输送机,VRT186
VRT,皮带剪式升降滚床,VRT187
VRT,偏心升降滚床,VRT188
VRT,偏转滚床,VRT189
VRT,前处理摆杆输送机,VRT190
VRT,锁紧/解锁机构,VRT191
VRT,锁紧/解锁检查滚床,VRT192
VRT,外伸轴链式滚床,VRT193
VRT,旋转滚床,VRT194
VRT,旋转移行机,VRT195
VRT,液压剪式升降滚床,VRT196
VRT,VOC处理系统,VRT197
VRT,电泳烘炉区域设备,VRT198
VRT,电泳区域设备,VRT199
VRT,公用区域设备,VRT200
VRT,烤灯设备,VRT201
VRT,控制柜,VRT202
VRT,面漆A烘炉区域设备,VRT203
VRT,面漆B烘炉区域设备,VRT204
VRT,喷房排风和文丘里区域设备,VRT205
VRT,前处理区域设备,VRT206
VRT,三楼工作区风机，空调KT11,VRT207
VRT,闪干炉A线,VRT208
VRT,闪干炉B线,VRT209
VRT,调漆室、液压站、管中管、废溶剂回收、密封胶PVC区域设备 ,VRT210
VRT,中涂烘炉区域设备,VRT211
VRT,A线内喷机器人,VRT212
VRT,B线内喷机器人,VRT213
VRT,PVC机器人(UBS UBC),VRT214
VRT,电泳滑撬,VRT215
VRT,工艺带,VRT216
VRT,烘炉IMC输送链,VRT217
VRT,滑撬堆垛、解垛机构,VRT218
VRT,滑撬锁紧、解锁站,VRT219
VRT,积放带,VRT220
VRT,检锁站,VRT221
VRT,剪式液压升降滚床,VRT222
VRT,链式升降机,VRT223
VRT,面漆滑撬,VRT224
VRT,双链输送机,VRT225
VRT,推进链,VRT226
VRT,AGC小车,VRT227
VRT,ECU刷写自动返回设备,VRT228
VRT,安规检测设备,VRT229
VRT,备胎上线,VRT230
VRT,备胎塑封设备,VRT231
VRT,备胎装配机械手,VRT232
VRT,备用玻璃涂胶设备   ,VRT233
VRT,变速器油加注机,VRT234
VRT,侧窗玻璃涂胶设备  ,VRT235
VRT,侧滑,VRT236
VRT,充气机,VRT237
VRT,电池AGV,VRT238
VRT,二合一加注机,VRT239
VRT,返修防冻液加注机,VRT240
VRT,返修冷媒加注机,VRT241
VRT,返修制动液加注机,VRT242
VRT,复检平衡机,VRT243
VRT,国六尾气设备,VRT244
VRT,合装AGV,VRT245
VRT,烘烤箱,VRT246
VRT,后挡风玻璃涂胶设备,VRT247
VRT,机械臂扭矩控制系统,VRT248
VRT,激光刻字机,VRT249
VRT,驾驶辅助设备,VRT250
VRT,空调检测,VRT251
VRT,轮胎分装线合格品补充,VRT252
VRT,轮胎分装线上线+机器人,VRT253
VRT,轮胎螺母五轴拧紧机,VRT254
VRT,轮胎双修正工位设备,VRT255
VRT,匹配机,VRT256
VRT,气密设备,VRT257
VRT,汽油加注机,VRT258
VRT,前挡风玻璃涂胶设备,VRT259
VRT,全景标定设备,VRT260
VRT,全景天窗涂胶设备,VRT261
VRT,三合一加注机,VRT262
VRT,双柱举升机,VRT263
VRT,四轮定位,VRT264
VRT,四柱举升机,VRT265
VRT,胎压检测设备,VRT266
VRT,天窗装配助力机械手,VRT267
VRT,尾气抽排,VRT268
VRT,蓄电池装配助力机械手,VRT269
VRT,仪表装配助力机械手,VRT270
VRT,优化机,VRT271
VRT,油箱装配助力机械手,VRT272
VRT,正压检测设备,VRT273
VRT,主检平衡机,VRT274
VRT,主轴螺母拧紧机,VRT275
VRT,转毂、制动力设备,VRT276
VRT,装车门机械手,VRT277
VRT,装胎机,VRT278
VRT,座椅机械手,VRT279
VRT,PBS~内饰伸缩叉升降机,VRT280
VRT,PBS定位装置,VRT281
VRT,PBS堆拆垛机,VRT282
VRT,PBS滑橇,VRT283
VRT,PBS剪叉式升降机,VRT284
VRT,PBS摩擦滚床,VRT285
VRT,PBS旋转滚床,VRT286
VRT,PBS旋转滚床（偏心）,VRT287
VRT,PBS移行机,VRT288
VRT,变速器分装线体,VRT289
VRT,变速器剪叉式升降机,VRT290
VRT,车门升降机,VRT291
VRT,车门线吊具,VRT292
VRT,车门线顶升机,VRT293
VRT,车门线皮带式滚床,VRT294
VRT,车门线推车机,VRT295
VRT,车门线移行机,VRT296
VRT,底盘~最终转接升降机  ,VRT297
VRT,底盘线抱具,VRT298
VRT,底盘线轨道升降机,VRT299
VRT,底盘线摩擦装置,VRT300
VRT,发动机抱具,VRT301
VRT,发动机分装线轨道升降机,VRT302
VRT,发动机分装线摩擦驱动装置,VRT303
VRT,后桥分装线体,VRT304
VRT,后桥剪叉式升降机,VRT305
VRT,轮胎输送线拆垛机,VRT306
VRT,轮胎输送线翻转机构,VRT307
VRT,轮胎输送线轮胎抓取器,VRT308
VRT,轮胎输送线螺旋塔,VRT309
VRT,轮胎输送线气动顶升机,VRT310
VRT,轮胎输送线体,VRT311
VRT,内饰~底盘转接升降机  ,VRT312
VRT,内饰线导电排,VRT313
VRT,内饰线滑板,VRT314
VRT,内饰线滑板定位装置,VRT315
VRT,内饰线滑板旋转台,VRT316
VRT,内饰线剪式升降台,VRT317
VRT,内饰线摩擦轮驱动,VRT318
VRT,内饰线皮带升降机,VRT319
VRT,普通淋雨检测线,VRT320
VRT,前悬分装线体,VRT321
VRT,强化淋雨检测线,VRT322
VRT,外观检查线塑料板链,VRT323
VRT,外观检查线随行侧顶机,VRT324
VRT,仪表线吊具,VRT325
VRT,仪表线轨道升降机,VRT326
VRT,仪表线摩擦驱动装置,VRT327
VRT,转运线本体,VRT328
VRT,转运线导电排,VRT329
VRT,转运线吊具,VRT330
VRT,最终线滑板,VRT331
VRT,最终线滑板旋转台,VRT332
VRT,最终线接车链条升降机构,VRT333
VRT,最终线摩擦轮驱动,VRT334
VRT,最终线皮带升降机,VRT335
VRT,座椅线剪式升降台,VRT336
VRT,座椅线皮带升降机,VRT337
VRT,座椅线气动升降台,VRT338
VRT,座椅线旋转台,VRT339
VRT,AGV空托盘推送气缸,VRT340
VRT,AGV小车,VRT341
VRT,备用玻璃涂胶设备,VRT342
VRT,变速箱油加注设备,VRT343
VRT,侧窗玻璃涂胶设备,VRT344
VRT,电喷设备,VRT345
VRT,二合一定量加注机,VRT346
VRT,防冻液加注机,VRT347
VRT,轮胎分装线堆垛机1,VRT348
VRT,轮胎分装线堆垛机2,VRT349
VRT,轮胎随行顶升机,VRT350
VRT,前端模块装配助力机械手,VRT351
VRT,三合一润滑油加注机,VRT352
VRT,数字灯光仪,VRT353
VRT,四合一加注机,VRT354
VRT,脱附设备,VRT355
VRT,尾气抽排系统,VRT356
VRT,物料上下料机构,VRT357
VRT,物料下料机构,VRT358
VRT,整车绝缘设备,VRT359
VRT,直流安规设备,VRT360
VRT,PBS侧顶机,VRT361
VRT,PBS皮带滚床,VRT362
VRT,PBS输送线,VRT363
VRT,车门线体,VRT364
VRT,车门线线摩擦装置,VRT365
VRT,底盘线体,VRT366
VRT,发动机分装线顶升平移机,VRT367
VRT,发动机分装线高速皮带升降机,VRT368
VRT,发动机分装线体,VRT369
VRT,发动机分装线推车机构,VRT370
VRT,发动机分装线旋转台,VRT371
VRT,内饰线空滑板升降机,VRT372
VRT,内饰线体,VRT373
VRT,外观检查线入口升降机,VRT374
VRT,仪表线,VRT375
VRT,最终二线出口滑板升降机,VRT376
VRT,最终线空滑板升降机,VRT377
VRT,最终线线体,VRT378
VRT,座椅升降机,VRT379
VRT,座椅输送线顶升移载机,VRT380
VRT,座椅输送线体,VRT381
VRT,座椅输送线旋转台,VRT382
VRT,360°全景影像标定仪,VRT383
VRT,ADAS,VRT384
VRT,ADS,VRT385
VRT,AVM,VRT386
VRT,保险杠提升机,VRT387
VRT,电池自动合装设备,VRT388
VRT,电动牵引车,VRT389
VRT,电动悬臂吊,VRT390
VRT,吊葫芦,VRT391
VRT,二氧化碳焊机,VRT392
VRT,恒温箱,VRT393
VRT,后挡风移载机,VRT394
VRT,货物提升机,VRT395
VRT,集中供液供油站,VRT396
VRT,卷帘门,VRT397
VRT,绝缘检测,VRT398
VRT,漏氟检测仪,VRT399
VRT,轮胎气压检测设备,VRT400
VRT,轮胎物流小车,VRT401
VRT,轮胎装配助力机械手,VRT402
VRT,前挡风移载机,VRT403
VRT,前端模块机械手,VRT404
VRT,前后桥自动拧紧设备,VRT405
VRT,前桥分装线,VRT406
VRT,前桥转向拉杆固定垫圈压坯机,VRT407
VRT,前支柱助力机械手,VRT408
VRT,前制动扭矩控制系统,VRT409
VRT,前制动器与驱动轴扭矩控制设备,VRT410
VRT,全景天窗玻璃搬运机械手,VRT411
VRT,全景天幕挤胶设备,VRT412
VRT,燃油泵拧紧设备,VRT413
VRT,燃油加注机,VRT414
VRT,三合一定量加注机,VRT415
VRT,手制动拉锁调节设备,VRT416
VRT,四轴液压举升机,VRT417
VRT,尾气抽排风机组,VRT418
VRT,无框车门调整设备,VRT419
VRT,物料上料机构,VRT420
VRT,物料输送AGC小车,VRT421
VRT,制动力检验台,VRT422
VRT,转鼓检验台,VRT423
VRT,转向角检验台与前照灯检测仪,VRT424
VRT,转向柱扭矩设备,VRT425
VRT,综合电检返回设备,VRT426
VRT,综合电检刷写设备,VRT427
VRT,PBS  UP-DOWN升降机,VRT428
VRT,PBS道岔、停止器,VRT429
VRT,PBS摩擦驱动装置,VRT430
VRT,PBS台车、轨道,VRT431
VRT,底盘线1号升降机,VRT432
VRT,底盘线2号升降机,VRT433
VRT,底盘线CPC,VRT434
VRT,前桥升降台,VRT435
VRT,完成线板链,VRT436
VRT,仪表线停止器、道岔,VRT437
VRT,最终线随行侧顶机,VRT438
SEQ,电动提升门,SEQ0001
SEQ,空调风机,SEQ0002
SEQ,立体库,SEQ0003
SEQ,模具清洗间,SEQ0004
SEQ,RX1,SEQ0005
SEQ,RX2,SEQ0006
SEQ,RX3,SEQ0007
SEQ,RX4,SEQ0008
SEQ,RX5,SEQ0009
SEQ,RX6,SEQ0010
SEQ,线首拆剁手,SEQ0011
SEQ,线尾拆剁手,SEQ0012
SEQ,试模压机,SEQ0013
SEQ,P1,SEQ0014
SEQ,P2,SEQ0015
SEQ,P3,SEQ0016
SEQ,P4,SEQ0017
SEQ,P5,SEQ0018
SEQ,穿梭机,SEQ0019
SEQ,对中台,SEQ0020
SEQ,C侧垛料小车,SEQ0021
SEQ,D侧垛料小车,SEQ0022
SEQ,清洗机,SEQ0023
SEQ,扫描仪,SEQ0024
SEQ,双料检测器装置,SEQ0025
SEQ,线首皮带机,SEQ0026
SEQ,线尾皮带机,SEQ0027
SEQ,干冰清洗机,SEQ0028
SEQ,空压机,SEQ0029
SEQ,水泵房,SEQ0030
SEQ,摇臂钻床,SEQ0031
SEQ,A1,SEQ0032
SEQ,A2,SEQ0033
SEQ,A3,SEQ0034
SEQ,A4,SEQ0035
SEQ,A5,SEQ0036
SEQ,B1,SEQ0037
SEQ,B2,SEQ0038
SEQ,B3,SEQ0039
SEQ,B4,SEQ0040
SEQ,A线废料输送链,SEQ0041
SEQ,B线废料输送链,SEQ0042
SEQ,主线废料输送链,SEQ0043
SEQ,A线穿梭机,SEQ0044
SEQ,B线穿梭机,SEQ0045
SEQ,A线磁性分张器,SEQ0046
SEQ,B线磁性分张器,SEQ0047
SEQ,A线对中台,SEQ0048
SEQ,B线对中台,SEQ0049
SEQ,A线垛料小车,SEQ0050
SEQ,B线垛料小车,SEQ0051
SEQ,A线C侧机器人,SEQ0052
SEQ,A线D侧机器人,SEQ0053
SEQ,B线C侧机器人,SEQ0054
SEQ,B线D侧机器人,SEQ0055
SEQ,A线清洗机,SEQ0056
SEQ,B线清洗机,SEQ0057
SEQ,A线扫描仪,SEQ0058
SEQ,B线扫描仪,SEQ0059
SEQ,A线双料检测器装置,SEQ0060
SEQ,B线双料检测器装置,SEQ0061
SEQ,A线线首皮带机,SEQ0062
SEQ,B线线首皮带机,SEQ0063
SEQ,A线线尾皮带机,SEQ0064
SEQ,B线线尾皮带机,SEQ0065
SEQ,A线风机,SEQ0066
SEQ,B线风机,SEQ0067
SEQ,C线风机,SEQ0068
SEQ,辅跨风机,SEQ0069
SEQ,RF1,SEQ0070
SEQ,RF2,SEQ0071
SEQ,RF3,SEQ0072
SEQ,RF4,SEQ0073
SEQ,RF5,SEQ0074
SEQ,RF6,SEQ0075
SEQ,拆垛手,SEQ0076
SEQ,C1,SEQ0077
SEQ,C2,SEQ0078
SEQ,C3,SEQ0079
SEQ,C4,SEQ0080
SEQ,支链1,SEQ0081
SEQ,支链2,SEQ0082
SEQ,支链3,SEQ0083
SEQ,主链1,SEQ0084
SEQ,主链2,SEQ0085
SEQ,主链3,SEQ0086
SEQ,C线磁性分张器,SEQ0087
SEQ,C线对中台,SEQ0088
SEQ,C线垛料小车,SEQ0089
SEQ,C线扫描仪,SEQ0090
SEQ,C线双料检测器装置,SEQ0091
SEQ,C线线首皮带机,SEQ0092
SEQ,C线线尾皮带机,SEQ0093
SEQ,RO06-T型钉焊机,SEQ0094
SEQ,顶盖-T型钉焊机,SEQ0095
SEQ,R004-S203/C301/C281,SEQ0096
SEQ,BSL31/BSR31,SEQ0097
SEQ,EH03,SEQ0098
SEQ,FF01-FF02,SEQ0099
SEQ,RF09,SEQ0100
SEQ,背门,SEQ0101
SEQ,前罩,SEQ0102
SEQ,右后门,SEQ0103
SEQ,右前门,SEQ0104
SEQ,左后门,SEQ0105
SEQ,左前门,SEQ0106
SEQ,BSL23/BSR23,SEQ0107
SEQ,DK01-C301/S201/C281,SEQ0108
SEQ,FDL01-MCA/S203/C301/C281,SEQ0109
SEQ,FDR01-MCA/S203/C301/C281,SEQ0110
SEQ,HD01-MCA/S201/C301/C281,SEQ0111
SEQ,RDL01-MCA/S203/C301/C281,SEQ0112
SEQ,RDR01-MCA/S203/C301/C281,SEQ0113
SEQ,RO03-RO06,SEQ0114
SEQ,UB02,SEQ0115
SEQ,FA01/FA02/FA03,SEQ0116
SEQ,FD12L/FD12R/RD12L/RD12R,SEQ0117
SEQ,FR08/FR09/DA07,SEQ0118
SEQ,MB19-MB21,SEQ0119
SEQ,RO02/RO05,SEQ0120
SEQ,RR06/RR09/RR11,SEQ0121
SEQ,UB13-UB14,SEQ0122
SEQ,顶盖-中频焊机,SEQ0123
SEQ,后地板面板-中频焊机,SEQ0124
SEQ,后纵梁-中频焊机,SEQ0125
SEQ,机舱边梁-中频焊机,SEQ0126
SEQ,前地板-中频焊机,SEQ0127
SEQ,K1-K6,SEQ0128
SEQ,FA05-FA18,SEQ0129
SEQ,MB01-MB13,SEQ0130
SEQ,MB14-MB24,SEQ0131
SEQ,UB01-UB15,SEQ0132
SEQ,BSL09-BSL26,SEQ0133
SEQ,BSL27-BSL34,SEQ0134
SEQ,BSR09-BSR26,SEQ0135
SEQ,BSR27-BSR34,SEQ0136
SEQ,FF03-UB01,SEQ0137
SEQ,MB01,SEQ0138
SEQ,RF06-RF13,SEQ0139
SEQ,RO01-RO02,SEQ0140
SEQ,DK-RB14/RB18,SEQ0141
SEQ,FDL-RB09/RB07,SEQ0142
SEQ,FDR-RB09/RB07,SEQ0143
SEQ,HD-RB06/RB08,SEQ0144
SEQ,RDL-RB09/RB07,SEQ0145
SEQ,RDR-RB09/RB07,SEQ0146
SEQ,BSL01-BSL09,SEQ0147
SEQ,BSL21-BSL26,SEQ0148
SEQ,BSR01-BSR09,SEQ0149
SEQ,BSR21-BSR26,SEQ0150
SEQ,DA01-DA08,SEQ0151
SEQ,EH01-EH04,SEQ0152
SEQ,EH05-EH09,SEQ0153
SEQ,FDL-RB01-RB12,SEQ0154
SEQ,FDR-RB01-RB12,SEQ0155
SEQ,FF01-FF07,SEQ0156
SEQ,FR01-FR08,SEQ0157
SEQ,FR09L-FR08,SEQ0158
SEQ,HD-RB01-RB12,SEQ0159
SEQ,LG-RB01-RB13,SEQ0160
SEQ,LG-RB14-RB26,SEQ0161
SEQ,MB01-MB05,SEQ0162
SEQ,MB06-MB08,SEQ0163
SEQ,MB09-MB10,SEQ0164
SEQ,MB11-MB12,SEQ0165
SEQ,MB13-MB14,SEQ0166
SEQ,MB15-MB16,SEQ0167
SEQ,MB17-MB18,SEQ0168
SEQ,MB20-MB23,SEQ0169
SEQ,R0-02(顶盖手工线),SEQ0170
SEQ,RDL-RB01-RB12,SEQ0171
SEQ,RDR-RB01-RB12,SEQ0172
SEQ,RF01-RF06,SEQ0173
SEQ,RF07-RF12,SEQ0174
SEQ,RF13-RF17,SEQ0175
SEQ,RO-RB01-RB12,SEQ0176
SEQ,RR01-RR10,SEQ0177
SEQ,UB01-UB02,SEQ0178
SEQ,UB03-UB06,SEQ0179
SEQ,UB07-UB09,SEQ0180
SEQ,UB10-UB11,SEQ0181
SEQ,UB12-UB15,SEQ0182
SEQ,蓝光检测,SEQ0183
SEQ,BSL02/BSR02,SEQ0184
SEQ,FDL-RB11,SEQ0185
SEQ,FDR-RB11,SEQ0186
SEQ,FR06-DA08,SEQ0187
SEQ,MB20-MB21,SEQ0188
SEQ,R0-RB07-RB09,SEQ0189
SEQ,RDL-RB11,SEQ0190
